ID_Transaccion,Fecha_Venta,Cliente,Producto,Categoria,Sucursal,Cantidad,Precio_Unitario,Descuento
829,2024-02-23,techsolutions inc,Servidor Dedicado,Hardware,Este,8,3500,0.01
830,2024-03-10,DataSystems,Pack Seguridad,Software,Este,10,800,0.01
831,2024-04-07,DataSystems,Consultoría Hora,Servicios,Norte,2,150,0.01
832,2023-04-20,DataSystems,Pack Seguridad,Software,Central,3,800,0.06
833,2023-07-02,cloudnet,Servidor Dedicado,Hardware,Central,5,3500,0.09
834,2024-11-01,Global Corp,Licencia Enterprise,Software,Norte,9,5000,0.06
835,2024-08-26,GLOBAL CORP,Servidor Dedicado,Hardware,Norte,2,3500,0.05
836,2024-09-11,Global Corp,Servidor Dedicado,Hardware,Este,8,3500,0.08
837,2023-02-17,DATASYSTEMS,Pack Seguridad,Software,Este,4,800,0.02
838,2024-06-17,cloudnet,Soporte Premium,Servicios,Este,7,1200,0.01
839,2024-05-27,CloudNet,Soporte Premium,Servicios,Norte,10,1200,0.02
840,2024-11-25,SoftWare House,Licencia Enterprise,Software,Central,4,5000,0.0
841,2024-03-16,Global Corp,Consultoría Hora,Servicios,Oeste,5,150,0.05
842,2024-07-06,TechSolutions Inc,Consultoría Hora,Servicios,Central,6,150,0.1
843,2023-02-07,TechSolutions Inc,Soporte Premium,Servicios,Este,3,1200,0.09
844,2024-05-06,DataSystems,Consultoría Hora,Servicios,Oeste,4,150,0.07
845,2023-11-16,CloudNet,Pack Seguridad,Software,Central,8,800,0.03
846,2024-08-23,TechSolutions Inc,Servidor Dedicado,Hardware,Oeste,5,3500,0.05
847,2024-07-23,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Norte,9,3500,0.1
848,2023-03-07,techsolutions inc,Servidor Dedicado,Hardware,Norte,7,3500,0.02
849,2023-02-02,datasystems,Soporte Premium,Servicios,Sur,7,1200,0.04
850,2024-11-18,software house,Licencia Enterprise,Software,Norte,6,5000,0.1
851,2023-02-11,software house,Soporte Premium,Servicios,Norte,6,1200,0.04
852,2023-02-15,DATASYSTEMS,Soporte Premium,Servicios,Este,9,1200,0.03
853,2023-10-31,Global Corp,Consultoría Hora,Servicios,Oeste,3,150,0.09
854,2024-02-26,CloudNet,Pack Seguridad,Software,Este,2,800,0.0
855,2023-01-18,TechSolutions Inc,Pack Seguridad,Software,Sur,9,800,0.05
856,2024-01-24,DataSystems,Consultoría Hora,Servicios,Central,6,150,0.08
857,2023-06-08,CLOUDNET,Consultoría Hora,Servicios,Norte,10,150,0.05
858,2023-10-16,DataSystems,Licencia Enterprise,Software,Norte,3,5000,0.06
859,2024-01-07,TechSolutions Inc,Consultoría Hora,Servicios,Central,7,150,0.04
860,2023-05-27,GLOBAL CORP,Servidor Dedicado,Hardware,Este,7,3500,0.06
861,2024-06-17,SoftWare House,Pack Seguridad,Software,Sur,3,800,0.06
862,2023-07-07,SOFTWARE HOUSE,Pack Seguridad,Software,Oeste,8,800,0.01
863,2024-04-01,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Este,7,3500,0.09
864,2024-11-20,datasystems,Soporte Premium,Servicios,Oeste,2,1200,0.08
865,2023-05-19,TechSolutions Inc,Licencia Enterprise,Software,Sur,10,5000,0.05
866,2023-09-16,SoftWare House,Pack Seguridad,Software,Norte,5,800,0.03
867,2023-03-22,datasystems,Licencia Enterprise,Software,Sur,5,5000,0.01
868,2023-07-04,DataSystems,Consultoría Hora,Servicios,Norte,8,150,0.09
869,2023-06-26,global corp,Consultoría Hora,Servicios,Oeste,6,150,0.1
870,2023-12-13,TechSolutions Inc,Licencia Enterprise,Software,Sur,3,5000,0.06
871,2024-12-18,DATASYSTEMS,Pack Seguridad,Software,Sur,4,800,0.08
872,2024-11-13,TechSolutions Inc,Licencia Enterprise,Software,Este,9,5000,0.02
873,2023-12-01,GLOBAL CORP,Servidor Dedicado,Hardware,Central,3,3500,0.05
874,2024-11-26,CloudNet,Licencia Enterprise,Software,Norte,5,5000,0.03
875,2023-12-13,Global Corp,Pack Seguridad,Software,Este,5,800,0.03
876,2024-01-26,CloudNet,Servidor Dedicado,Hardware,Oeste,8,3500,0.06
877,2024-03-21,SOFTWARE HOUSE,Pack Seguridad,Software,Oeste,9,800,0.08
878,2024-01-07,DataSystems,Consultoría Hora,Servicios,Este,8,150,0.07
879,2024-01-06,SoftWare House,Servidor Dedicado,Hardware,Oeste,6,3500,0.05
880,2023-08-20,DATASYSTEMS,Consultoría Hora,Servicios,Oeste,9,150,0.06
881,2023-03-17,GLOBAL CORP,Servidor Dedicado,Hardware,Este,9,3500,0.09
882,2023-04-24,global corp,Licencia Enterprise,Software,Oeste,3,5000,0.04
883,2024-09-09,GLOBAL CORP,Consultoría Hora,Servicios,Sur,10,150,0.0
884,2023-05-06,CLOUDNET,Servidor Dedicado,Hardware,Sur,5,3500,0.08
885,2023-05-22,CLOUDNET,Licencia Enterprise,Software,Sur,7,5000,0.01
886,2023-08-23,software house,Consultoría Hora,Servicios,Oeste,6,150,0.07
887,2024-12-19,DataSystems,Pack Seguridad,Software,Norte,5,800,0.1
888,2023-10-04,TechSolutions Inc,Consultoría Hora,Servicios,Oeste,10,150,0.0
889,2024-10-11,CLOUDNET,Pack Seguridad,Software,Sur,8,800,0.07
890,2023-05-13,CloudNet,Soporte Premium,Servicios,Norte,6,1200,0.0
891,2023-03-12,TECHSOLUTIONS INC,Licencia Enterprise,Software,Oeste,2,5000,0.1
892,2023-01-08,CLOUDNET,Licencia Enterprise,Software,Sur,7,5000,0.01
893,2023-03-24,CloudNet,Pack Seguridad,Software,Sur,6,800,0.05
894,2024-03-18,Global Corp,Licencia Enterprise,Software,Norte,2,5000,0.06
895,2023-08-08,SOFTWARE HOUSE,Consultoría Hora,Servicios,Norte,2,150,0.09
896,2024-09-21,DataSystems,Soporte Premium,Servicios,Central,6,1200,0.06
897,2023-08-16,datasystems,Consultoría Hora,Servicios,Central,10,150,0.04
898,2024-06-08,SoftWare House,Licencia Enterprise,Software,Norte,2,5000,0.02
899,2023-03-07,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Central,2,3500,0.0
900,2023-08-28,CloudNet,Pack Seguridad,Software,Norte,10,800,0.04
901,2023-11-14,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Central,3,3500,0.1
902,2024-05-04,software house,Soporte Premium,Servicios,Sur,6,1200,0.02
903,2024-09-02,cloudnet,Soporte Premium,Servicios,Este,1,1200,0.06
904,2023-01-21,datasystems,Consultoría Hora,Servicios,Norte,8,150,0.01
905,2024-01-12,SoftWare House,Consultoría Hora,Servicios,Central,7,150,0.0
906,2024-09-18,CloudNet,Licencia Enterprise,Software,Norte,5,5000,0.02
907,2023-08-21,CloudNet,Servidor Dedicado,Hardware,Central,2,3500,0.05
908,2024-02-04,SoftWare House,Servidor Dedicado,Hardware,Norte,10,3500,0.05
909,2024-09-05,SoftWare House,Pack Seguridad,Software,Este,4,800,0.09
910,2023-05-31,CLOUDNET,Pack Seguridad,Software,Sur,9,800,0.08
911,2023-07-24,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Oeste,1,3500,0.08
912,2024-09-21,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Norte,4,3500,0.0
913,2023-01-28,DataSystems,Consultoría Hora,Servicios,Este,3,150,0.07
914,2023-07-10,CloudNet,Pack Seguridad,Software,Sur,6,800,0.07
915,2024-02-02,CloudNet,Consultoría Hora,Servicios,Sur,3,150,0.0
916,2023-04-01,DataSystems,Servidor Dedicado,Hardware,Central,10,3500,0.02
917,2024-04-29,SOFTWARE HOUSE,Soporte Premium,Servicios,Oeste,3,1200,0.02
918,2024-12-30,CLOUDNET,Servidor Dedicado,Hardware,Oeste,2,3500,0.06
919,2024-11-03,techsolutions inc,Servidor Dedicado,Hardware,Este,4,3500,0.06
920,2024-03-10,DataSystems,Consultoría Hora,Servicios,Este,9,150,0.07
921,2023-03-09,CloudNet,Consultoría Hora,Servicios,Este,5,150,0.08
922,2023-02-23,TechSolutions Inc,Pack Seguridad,Software,Este,4,800,0.05
923,2023-12-29,CLOUDNET,Soporte Premium,Servicios,Oeste,5,1200,0.05
924,2023-09-09,TechSolutions Inc,Servidor Dedicado,Hardware,Oeste,9,3500,0.04
925,2024-01-02,DataSystems,Soporte Premium,Servicios,Este,9,1200,0.01
926,2024-12-31,datasystems,Pack Seguridad,Software,Sur,6,800,0.08
927,2024-01-09,SOFTWARE HOUSE,Licencia Enterprise,Software,Oeste,8,5000,0.09
928,2024-03-28,Global Corp,Pack Seguridad,Software,Este,2,800,0.07
929,2023-03-17,CloudNet,Consultoría Hora,Servicios,Oeste,9,150,0.09
930,2024-08-04,DataSystems,Servidor Dedicado,Hardware,Oeste,7,3500,0.04
931,2024-07-15,DataSystems,Soporte Premium,Servicios,Este,8,1200,0.08
932,2024-08-01,DATASYSTEMS,Consultoría Hora,Servicios,Este,4,150,0.08
933,2023-03-05,global corp,Licencia Enterprise,Software,Oeste,10,5000,0.08
934,2024-04-17,Global Corp,Pack Seguridad,Software,Este,4,800,0.0
935,2023-10-24,Global Corp,Pack Seguridad,Software,Norte,1,800,0.08
936,2023-04-04,DataSystems,Servidor Dedicado,Hardware,Este,6,3500,0.01
937,2023-05-25,TechSolutions Inc,Servidor Dedicado,Hardware,Norte,4,3500,0.08
938,2023-11-06,software house,Soporte Premium,Servicios,Norte,6,1200,0.06
939,2024-12-25,cloudnet,Soporte Premium,Servicios,Sur,6,1200,0.03
940,2023-10-09,Global Corp,Soporte Premium,Servicios,Este,1,1200,0.0
941,2024-06-21,CLOUDNET,Soporte Premium,Servicios,Este,8,1200,0.09
942,2024-09-07,DataSystems,Consultoría Hora,Servicios,Norte,6,150,0.08
943,2023-09-05,datasystems,Consultoría Hora,Servicios,Oeste,5,150,0.06
944,2024-11-06,software house,Licencia Enterprise,Software,Este,1,5000,0.02
945,2023-09-27,GLOBAL CORP,Pack Seguridad,Software,Este,10,800,0.02
946,2024-05-06,TechSolutions Inc,Licencia Enterprise,Software,Sur,3,5000,0.1
947,2023-10-10,SoftWare House,Soporte Premium,Servicios,Norte,4,1200,0.09
948,2024-01-11,global corp,Servidor Dedicado,Hardware,Norte,3,3500,0.08
949,2023-05-14,SOFTWARE HOUSE,Consultoría Hora,Servicios,Sur,1,150,0.02
950,2023-09-21,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Norte,9,3500,0.06
951,2024-10-17,SoftWare House,Consultoría Hora,Servicios,Sur,3,150,0.02
952,2023-12-19,CLOUDNET,Licencia Enterprise,Software,Norte,2,5000,0.05
953,2023-10-11,CloudNet,Consultoría Hora,Servicios,Oeste,2,150,0.04
954,2024-06-08,GLOBAL CORP,Licencia Enterprise,Software,Este,2,5000,0.0
955,2024-01-05,TechSolutions Inc,Consultoría Hora,Servicios,Oeste,9,150,0.07
956,2024-12-25,Global Corp,Soporte Premium,Servicios,Norte,8,1200,0.07
957,2023-03-30,GLOBAL CORP,Pack Seguridad,Software,Este,2,800,0.01
958,2023-09-18,SoftWare House,Consultoría Hora,Servicios,Este,8,150,0.04
959,2023-05-28,Global Corp,Servidor Dedicado,Hardware,Central,6,3500,0.08
960,2023-12-14,CloudNet,Servidor Dedicado,Hardware,Este,3,3500,0.08
961,2024-02-09,SoftWare House,Servidor Dedicado,Hardware,Oeste,1,3500,0.07
962,2024-11-04,GLOBAL CORP,Licencia Enterprise,Software,Norte,5,5000,0.03
963,2023-05-02,datasystems,Pack Seguridad,Software,Central,6,800,0.04
964,2023-03-12,SoftWare House,Licencia Enterprise,Software,Central,9,5000,0.05
965,2023-05-06,DATASYSTEMS,Consultoría Hora,Servicios,Este,2,150,0.03
966,2024-08-14,GLOBAL CORP,Consultoría Hora,Servicios,Sur,4,150,0.08
967,2024-04-18,TECHSOLUTIONS INC,Pack Seguridad,Software,Oeste,8,800,0.07
968,2024-01-11,Global Corp,Soporte Premium,Servicios,Sur,5,1200,0.01
969,2023-09-01,TechSolutions Inc,Consultoría Hora,Servicios,Central,4,150,0.06
970,2024-03-06,TechSolutions Inc,Pack Seguridad,Software,Oeste,9,800,0.02
971,2024-09-21,SoftWare House,Soporte Premium,Servicios,Oeste,3,1200,0.06
972,2024-04-20,DataSystems,Servidor Dedicado,Hardware,Este,5,3500,0.0
973,2024-09-21,DataSystems,Consultoría Hora,Servicios,Norte,9,150,0.08
974,2023-07-07,GLOBAL CORP,Servidor Dedicado,Hardware,Sur,3,3500,0.1
975,2023-09-14,Global Corp,Servidor Dedicado,Hardware,Sur,3,3500,0.04
976,2023-05-27,datasystems,Licencia Enterprise,Software,Sur,4,5000,0.02
977,2024-08-13,software house,Soporte Premium,Servicios,Sur,10,1200,0.02
978,2023-12-27,TechSolutions Inc,Soporte Premium,Servicios,Oeste,6,1200,0.1
979,2023-01-04,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,3,1200,0.09
980,2024-08-05,TechSolutions Inc,Servidor Dedicado,Hardware,Este,2,3500,0.03
981,2023-06-13,global corp,Consultoría Hora,Servicios,Central,4,150,0.01
982,2024-10-27,software house,Licencia Enterprise,Software,Oeste,10,5000,0.03
983,2024-03-31,TechSolutions Inc,Licencia Enterprise,Software,Sur,5,5000,0.03
984,2023-02-25,techsolutions inc,Soporte Premium,Servicios,Este,5,1200,0.03
985,2024-10-13,DataSystems,Consultoría Hora,Servicios,Norte,8,150,0.1
986,2023-07-29,cloudnet,Soporte Premium,Servicios,Norte,3,1200,0.06
987,2024-09-16,CloudNet,Pack Seguridad,Software,Oeste,9,800,0.01
988,2023-06-06,DataSystems,Soporte Premium,Servicios,Sur,2,1200,0.09
989,2023-06-06,TECHSOLUTIONS INC,Soporte Premium,Servicios,Este,5,1200,0.04
990,2024-07-06,GLOBAL CORP,Pack Seguridad,Software,Norte,6,800,0.1
991,2023-01-13,software house,Licencia Enterprise,Software,Norte,4,5000,0.07
992,2023-05-06,TechSolutions Inc,Licencia Enterprise,Software,Central,8,5000,0.03
993,2023-11-25,TechSolutions Inc,Licencia Enterprise,Software,Este,8,5000,0.06
994,2023-10-15,CloudNet,Consultoría Hora,Servicios,Oeste,1,150,0.08
995,2023-09-11,GLOBAL CORP,Soporte Premium,Servicios,Este,8,1200,0.01
996,2024-09-15,techsolutions inc,Licencia Enterprise,Software,Norte,7,5000,0.03
997,2024-09-24,GLOBAL CORP,Servidor Dedicado,Hardware,Este,7,3500,0.06
998,2023-11-03,CLOUDNET,Pack Seguridad,Software,Sur,10,800,0.03
999,2024-05-29,GLOBAL CORP,Pack Seguridad,Software,Sur,6,800,0.01
1000,2023-12-24,CLOUDNET,Soporte Premium,Servicios,Este,3,1200,0.06
1001,2024-12-31,global corp,Licencia Enterprise,Software,Central,1,5000,0.03
1002,2023-11-21,cloudnet,Soporte Premium,Servicios,Este,7,1200,0.03
1003,2023-11-29,cloudnet,Consultoría Hora,Servicios,Oeste,9,150,0.04
1004,2024-10-22,SoftWare House,Soporte Premium,Servicios,Sur,8,1200,0.0
1005,2023-05-31,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Norte,10,150,0.04
1006,2023-09-24,TECHSOLUTIONS INC,Soporte Premium,Servicios,Este,8,1200,0.05
1007,2023-02-18,SoftWare House,Pack Seguridad,Software,Central,6,800,0.07
1008,2023-08-30,SOFTWARE HOUSE,Pack Seguridad,Software,Norte,2,800,0.02
1009,2023-11-16,techsolutions inc,Licencia Enterprise,Software,Oeste,4,5000,0.09
1010,2023-07-17,CLOUDNET,Pack Seguridad,Software,Central,3,800,0.08
1011,2023-04-16,cloudnet,Pack Seguridad,Software,Este,3,800,0.04
1012,2024-10-08,SOFTWARE HOUSE,Consultoría Hora,Servicios,Este,2,150,0.02
1013,2023-08-04,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Este,10,150,0.02
1014,2024-12-02,DATASYSTEMS,Consultoría Hora,Servicios,Oeste,4,150,0.02
1015,2024-03-16,cloudnet,Consultoría Hora,Servicios,Oeste,8,150,0.06
1016,2024-05-18,SoftWare House,Servidor Dedicado,Hardware,Central,1,3500,0.1
1017,2024-05-21,datasystems,Licencia Enterprise,Software,Norte,4,5000,0.0
1018,2024-12-31,cloudnet,Soporte Premium,Servicios,Norte,10,1200,0.04
1019,2023-06-29,SoftWare House,Consultoría Hora,Servicios,Este,7,150,0.03
1020,2023-01-13,TechSolutions Inc,Licencia Enterprise,Software,Oeste,5,5000,0.03
1021,2024-07-14,DataSystems,Licencia Enterprise,Software,Norte,10,5000,0.09
1022,2023-04-25,SoftWare House,Pack Seguridad,Software,Central,8,800,0.01
1023,2023-02-14,Global Corp,Licencia Enterprise,Software,Norte,6,5000,0.09
1024,2024-12-19,GLOBAL CORP,Servidor Dedicado,Hardware,Central,5,3500,0.02
1025,2024-12-26,TechSolutions Inc,Soporte Premium,Servicios,Este,2,1200,0.04
1026,2024-01-10,DataSystems,Licencia Enterprise,Software,Sur,6,5000,0.06
1027,2024-04-07,SoftWare House,Servidor Dedicado,Hardware,Central,6,3500,0.07
1028,2024-09-23,GLOBAL CORP,Consultoría Hora,Servicios,Oeste,9,150,0.01
1029,2023-12-14,DATASYSTEMS,Consultoría Hora,Servicios,Norte,8,150,0.07
1030,2024-05-27,global corp,Pack Seguridad,Software,Central,2,800,0.03
1031,2023-03-12,SOFTWARE HOUSE,Pack Seguridad,Software,Oeste,2,800,0.09
1032,2023-03-09,TECHSOLUTIONS INC,Licencia Enterprise,Software,Norte,8,5000,0.04
1033,2023-10-22,CLOUDNET,Licencia Enterprise,Software,Sur,3,5000,0.04
1034,2024-09-06,TechSolutions Inc,Consultoría Hora,Servicios,Sur,3,150,0.08
1035,2023-07-20,techsolutions inc,Consultoría Hora,Servicios,Sur,3,150,0.09
1036,2023-05-03,SoftWare House,Consultoría Hora,Servicios,Este,3,150,0.07
1037,2023-02-15,TECHSOLUTIONS INC,Pack Seguridad,Software,Este,4,800,0.1
1038,2023-07-28,DATASYSTEMS,Servidor Dedicado,Hardware,Central,9,3500,0.08
1039,2024-02-19,Global Corp,Soporte Premium,Servicios,Este,9,1200,0.1
1040,2024-05-17,SOFTWARE HOUSE,Pack Seguridad,Software,Norte,10,800,0.06
1041,2023-05-17,CloudNet,Pack Seguridad,Software,Sur,5,800,0.06
1042,2023-08-16,techsolutions inc,Pack Seguridad,Software,Sur,7,800,0.05
1043,2023-10-13,DataSystems,Licencia Enterprise,Software,Este,4,5000,0.06
1044,2023-01-07,GLOBAL CORP,Consultoría Hora,Servicios,Este,1,150,0.06
1045,2024-05-29,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Sur,8,3500,0.08
1046,2023-09-20,TechSolutions Inc,Licencia Enterprise,Software,Oeste,8,5000,0.04
1047,2024-11-18,cloudnet,Soporte Premium,Servicios,Central,2,1200,0.04
1048,2023-12-23,DATASYSTEMS,Consultoría Hora,Servicios,Este,4,150,0.09
1049,2023-12-24,SoftWare House,Consultoría Hora,Servicios,Sur,3,150,0.07
1050,2023-01-06,software house,Consultoría Hora,Servicios,Norte,10,150,0.03
1051,2023-07-11,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Este,7,3500,0.07
1052,2023-07-10,CloudNet,Servidor Dedicado,Hardware,Oeste,6,3500,0.01
1053,2023-09-17,software house,Licencia Enterprise,Software,Oeste,8,5000,0.04
1054,2023-09-22,cloudnet,Servidor Dedicado,Hardware,Sur,7,3500,0.01
1055,2023-08-08,Global Corp,Soporte Premium,Servicios,Sur,4,1200,0.07
1056,2024-03-31,techsolutions inc,Licencia Enterprise,Software,Este,3,5000,0.07
1057,2023-07-22,software house,Licencia Enterprise,Software,Sur,6,5000,0.06
1058,2024-04-13,Global Corp,Servidor Dedicado,Hardware,Este,6,3500,0.08
1059,2023-04-19,DATASYSTEMS,Consultoría Hora,Servicios,Oeste,7,150,0.09
1060,2024-09-13,datasystems,Servidor Dedicado,Hardware,Oeste,9,3500,0.05
1061,2024-02-21,CLOUDNET,Pack Seguridad,Software,Sur,1,800,0.09
1062,2024-03-03,TechSolutions Inc,Servidor Dedicado,Hardware,Este,1,3500,0.08
1063,2024-01-09,Global Corp,Pack Seguridad,Software,Norte,10,800,0.05
1064,2023-11-08,CloudNet,Soporte Premium,Servicios,Norte,7,1200,0.02
1065,2024-02-04,DATASYSTEMS,Consultoría Hora,Servicios,Este,4,150,0.06
1066,2024-05-13,TechSolutions Inc,Consultoría Hora,Servicios,Norte,10,150,0.04
1067,2024-04-04,GLOBAL CORP,Soporte Premium,Servicios,Central,1,1200,0.05
1068,2023-07-27,GLOBAL CORP,Soporte Premium,Servicios,Este,8,1200,0.01
1069,2023-06-06,global corp,Licencia Enterprise,Software,Central,7,5000,0.09
1070,2023-12-22,Global Corp,Soporte Premium,Servicios,Central,1,1200,0.05
1071,2024-11-06,Global Corp,Licencia Enterprise,Software,Este,7,5000,0.07
1072,2023-04-12,DATASYSTEMS,Soporte Premium,Servicios,Este,5,1200,0.0
1073,2024-01-10,DataSystems,Pack Seguridad,Software,Central,3,800,0.06
1074,2024-11-18,software house,Consultoría Hora,Servicios,Sur,5,150,0.05
1075,2024-12-01,SoftWare House,Licencia Enterprise,Software,Norte,8,5000,0.06
1076,2023-12-27,CloudNet,Consultoría Hora,Servicios,Oeste,8,150,0.08
1077,2023-12-10,TechSolutions Inc,Consultoría Hora,Servicios,Sur,4,150,0.1
1078,2023-12-29,cloudnet,Consultoría Hora,Servicios,Sur,3,150,0.01
1079,2023-12-24,GLOBAL CORP,Licencia Enterprise,Software,Central,5,5000,0.07
1080,2024-04-08,SoftWare House,Servidor Dedicado,Hardware,Central,6,3500,0.05
1081,2023-09-08,software house,Servidor Dedicado,Hardware,Este,1,3500,0.05
1082,2023-01-11,DATASYSTEMS,Consultoría Hora,Servicios,Norte,2,150,0.01
1083,2024-12-08,datasystems,Consultoría Hora,Servicios,Oeste,10,150,0.03
1084,2023-07-14,GLOBAL CORP,Servidor Dedicado,Hardware,Central,7,3500,0.05
1085,2023-10-30,global corp,Consultoría Hora,Servicios,Sur,10,150,0.03
1086,2023-11-25,TECHSOLUTIONS INC,Licencia Enterprise,Software,Este,3,5000,0.05
1087,2024-07-12,DataSystems,Soporte Premium,Servicios,Oeste,3,1200,0.07
1088,2024-03-12,DataSystems,Licencia Enterprise,Software,Central,2,5000,0.08
1089,2023-05-30,DataSystems,Pack Seguridad,Software,Oeste,1,800,0.06
1090,2023-09-30,GLOBAL CORP,Licencia Enterprise,Software,Este,10,5000,0.07
1091,2023-09-04,cloudnet,Licencia Enterprise,Software,Oeste,1,5000,0.02
1092,2023-12-01,techsolutions inc,Pack Seguridad,Software,Norte,10,800,0.08
1093,2024-10-20,DATASYSTEMS,Pack Seguridad,Software,Oeste,5,800,0.08
1094,2024-09-01,SOFTWARE HOUSE,Soporte Premium,Servicios,Este,3,1200,0.05
1095,2023-09-26,CloudNet,Consultoría Hora,Servicios,Sur,7,150,0.03
1096,2023-04-23,DataSystems,Servidor Dedicado,Hardware,Central,9,3500,0.07
1097,2024-02-06,TechSolutions Inc,Servidor Dedicado,Hardware,Oeste,8,3500,0.03
1098,2024-01-14,SoftWare House,Licencia Enterprise,Software,Sur,5,5000,0.02
1099,2023-08-25,SOFTWARE HOUSE,Pack Seguridad,Software,Central,4,800,0.09
1100,2024-07-21,Global Corp,Consultoría Hora,Servicios,Norte,7,150,0.03
1101,2024-09-15,TechSolutions Inc,Pack Seguridad,Software,Sur,4,800,0.02
1102,2023-02-09,SOFTWARE HOUSE,Licencia Enterprise,Software,Oeste,9,5000,0.06
1103,2024-12-19,DataSystems,Licencia Enterprise,Software,Sur,2,5000,0.07
1104,2023-11-08,TechSolutions Inc,Servidor Dedicado,Hardware,Central,8,3500,0.04
1105,2023-05-14,CLOUDNET,Licencia Enterprise,Software,Central,10,5000,0.09
1106,2024-01-25,DataSystems,Licencia Enterprise,Software,Central,1,5000,0.05
1107,2023-02-08,DATASYSTEMS,Pack Seguridad,Software,Este,3,800,0.0
1108,2024-11-04,techsolutions inc,Pack Seguridad,Software,Central,3,800,0.02
1109,2024-10-06,TechSolutions Inc,Soporte Premium,Servicios,Sur,1,1200,0.02
1110,2024-07-31,TechSolutions Inc,Licencia Enterprise,Software,Este,1,5000,0.07
1111,2024-01-08,Global Corp,Pack Seguridad,Software,Norte,9,800,0.03
1112,2023-01-04,global corp,Licencia Enterprise,Software,Oeste,9,5000,0.05
1113,2024-12-29,DATASYSTEMS,Servidor Dedicado,Hardware,Norte,2,3500,0.09
1114,2024-10-15,TechSolutions Inc,Licencia Enterprise,Software,Este,3,5000,0.07
1115,2024-09-19,software house,Consultoría Hora,Servicios,Sur,10,150,0.04
1116,2023-03-31,CLOUDNET,Licencia Enterprise,Software,Este,8,5000,0.06
1117,2023-04-05,CLOUDNET,Licencia Enterprise,Software,Este,9,5000,0.05
1118,2023-04-13,CLOUDNET,Licencia Enterprise,Software,Norte,10,5000,0.02
1119,2024-04-21,DATASYSTEMS,Licencia Enterprise,Software,Sur,9,5000,0.09
1120,2024-04-15,Global Corp,Pack Seguridad,Software,Oeste,10,800,0.02
1121,2023-09-21,SoftWare House,Consultoría Hora,Servicios,Norte,5,150,0.03
1122,2024-03-08,CLOUDNET,Licencia Enterprise,Software,Este,7,5000,0.06
1123,2024-11-21,DataSystems,Licencia Enterprise,Software,Central,10,5000,0.03
1124,2023-04-06,DataSystems,Soporte Premium,Servicios,Este,9,1200,0.06
1125,2024-09-12,Global Corp,Pack Seguridad,Software,Sur,7,800,0.01
1126,2024-06-01,software house,Soporte Premium,Servicios,Sur,8,1200,0.09
1127,2023-10-18,CloudNet,Licencia Enterprise,Software,Este,7,5000,0.08
1128,2024-06-09,SoftWare House,Servidor Dedicado,Hardware,Este,7,3500,0.07
1129,2024-08-08,DataSystems,Licencia Enterprise,Software,Este,7,5000,0.05
1130,2023-06-24,DataSystems,Pack Seguridad,Software,Oeste,2,800,0.02
1131,2023-06-17,SoftWare House,Servidor Dedicado,Hardware,Oeste,4,3500,0.08
1132,2023-09-30,Global Corp,Licencia Enterprise,Software,Oeste,5,5000,0.1
1133,2023-05-16,DataSystems,Servidor Dedicado,Hardware,Central,10,3500,0.06
1134,2024-02-24,software house,Consultoría Hora,Servicios,Central,4,150,0.1
1135,2024-12-27,CloudNet,Pack Seguridad,Software,Norte,1,800,0.07
1136,2024-01-24,DataSystems,Licencia Enterprise,Software,Central,5,5000,0.07
1137,2023-10-08,TechSolutions Inc,Servidor Dedicado,Hardware,Sur,6,3500,0.1
1138,2024-04-18,Global Corp,Servidor Dedicado,Hardware,Central,5,3500,0.06
1139,2024-03-23,TECHSOLUTIONS INC,Soporte Premium,Servicios,Norte,7,1200,0.08
1140,2023-07-31,CloudNet,Pack Seguridad,Software,Este,4,800,0.0
1141,2024-09-12,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Oeste,4,3500,0.03
1142,2024-07-28,TechSolutions Inc,Servidor Dedicado,Hardware,Central,2,3500,0.01
1143,2024-06-12,TECHSOLUTIONS INC,Licencia Enterprise,Software,Norte,5,5000,0.01
1144,2024-07-17,DataSystems,Servidor Dedicado,Hardware,Central,5,3500,0.06
1145,2023-03-17,TechSolutions Inc,Licencia Enterprise,Software,Norte,10,5000,0.03
1146,2024-08-24,Global Corp,Soporte Premium,Servicios,Este,9,1200,0.05
1147,2023-04-07,CLOUDNET,Consultoría Hora,Servicios,Oeste,3,150,0.01
1148,2024-02-23,GLOBAL CORP,Servidor Dedicado,Hardware,Sur,5,3500,0.02
1149,2023-07-31,cloudnet,Pack Seguridad,Software,Norte,6,800,0.08
1150,2024-02-12,SoftWare House,Servidor Dedicado,Hardware,Sur,3,3500,0.0
1151,2023-10-26,GLOBAL CORP,Pack Seguridad,Software,Norte,8,800,0.09
